material ID,description,level,category,category description,hierarchy category,provider,country,length,height,width,size uom,weight,weight uom,voltage,current,pressure,flow,price,currency,rank,is leaf
6412,Lincoln Netherlands O5941,2,4,oil pump,1,Lincoln,Netherlands,599.56,385.56,420.95,mm,2.53,kg,12,3.0,300,85,481.99,eur,3.5,True
6413,Ferrari Belgium O11220,2,4,oil pump,1,Ferrari,Belgium,578.43,407.94,387.39,mm,3.8,kg,12,2.5,300,65,530.48,eur,3.5,True
6414,Volkswagen Austria O6896,2,4,oil pump,1,Volkswagen,Austria,551.78,352.91,345.24,mm,2.49,kg,12,3.0,300,80,494.91,eur,4.5,True
6415,Buick Korea O13330,2,4,oil pump,1,Buick,Korea,553.3,341.42,364.28,mm,2.25,kg,12,2.5,300,80,435.95,eur,4.0,True
6416,Buick Mexico O8465,2,4,oil pump,1,Buick,Mexico,596.17,347.31,427.29,mm,3.67,kg,12,2.5,300,45,519.41,eur,4.5,True
6417,BMW Netherlands O15252,2,4,oil pump,1,BMW,Netherlands,606.94,334.87,336.07,mm,3.22,kg,12,2.5,300,45,526.69,eur,4.5,True
6418,GMC Egypt O20689,2,4,oil pump,1,GMC,Egypt,568.29,399.67,426.57,mm,2.87,kg,12,2.5,300,65,383.01,eur,3.5,True
6419,Daimler Mexico O9397,2,4,oil pump,1,Daimler,Mexico,603.43,390.04,406.07,mm,3.38,kg,12,3.0,300,50,369.01,eur,3.5,True
6420,Ferrari Germany O28090,2,4,oil pump,1,Ferrari,Germany,589.97,410.38,408.96,mm,3.81,kg,12,3.0,300,45,580.82,eur,4.0,True
6421,GMC Switzerland O4359,2,4,oil pump,1,GMC,Switzerland,551.88,304.48,406.96,mm,2.36,kg,12,3.0,300,65,447.58,eur,4.0,True
6422,Hyundai Netherlands O26873,2,4,oil pump,1,Hyundai,Netherlands,552.81,385.13,417.24,mm,3.33,kg,12,3.0,300,65,522.35,eur,3.0,True
6423,GMC Switzerland O23904,2,4,oil pump,1,GMC,Switzerland,572.47,308.82,413.9,mm,2.6,kg,12,2.5,300,85,503.81,eur,5.0,True
6424,Lincoln Japan O24821,2,4,oil pump,1,Lincoln,Japan,551.67,398.27,407.35,mm,3.92,kg,12,2.5,300,75,564.24,eur,4.0,True
6425,BMW Switzerland O16775,2,4,oil pump,1,BMW,Switzerland,587.65,347.28,303.7,mm,2.15,kg,12,3.0,300,75,488.62,eur,5.0,True
6426,Lincoln Denmark O15267,2,4,oil pump,1,Lincoln,Denmark,552.36,397.39,342.38,mm,3.23,kg,12,2.5,300,65,435.71,eur,4.5,True
6427,GMC Indonesia O26101,2,4,oil pump,1,GMC,Indonesia,593.17,356.27,409.81,mm,2.25,kg,12,3.0,300,80,546.1,eur,4.0,True
6428,BMW New Zealand O33460,2,4,oil pump,1,BMW,New,588.1,301.26,322.6,mm,2.9,kg,12,3.0,300,70,420.52,eur,4.5,True
6429,BMW Norway O13328,2,4,oil pump,1,BMW,Norway,607.33,307.69,411.46,mm,3.68,kg,12,3.0,300,45,408.22,eur,4.5,True
6430,Ferrari Cuba O35426,2,4,oil pump,1,Ferrari,Cuba,550.51,350.0,338.12,mm,3.25,kg,12,2.5,300,85,576.03,eur,4.0,True
6431,Ford Denmark O2753,2,4,oil pump,1,Ford,Denmark,591.79,353.75,304.99,mm,3.08,kg,12,3.0,300,70,482.02,eur,4.5,True
6432,KTM Belgium O14261,2,4,oil pump,1,KTM,Belgium,568.2,313.38,322.15,mm,3.17,kg,12,2.5,300,50,507.41,eur,3.0,True
6433,Daimler Norway O7233,2,4,oil pump,1,Daimler,Norway,568.3,361.1,318.24,mm,2.06,kg,12,2.5,300,55,520.3,eur,3.5,True
6434,Ford Mexico O14208,2,4,oil pump,1,Ford,Mexico,609.2,323.91,405.03,mm,3.48,kg,12,2.5,300,80,412.92,eur,3.5,True
6435,Acura France O12503,2,4,oil pump,1,Acura,France,599.2,371.35,417.29,mm,2.66,kg,12,3.0,300,85,495.4,eur,3.5,True
6436,Benz New Zealand O38409,2,4,oil pump,1,Benz,New,568.7,329.79,309.33,mm,2.56,kg,12,3.0,300,80,537.0,eur,4.0,True
6437,Honda Turkey O2732,2,4,oil pump,1,Honda,Turkey,554.05,340.67,418.48,mm,2.74,kg,12,2.5,300,55,401.95,eur,3.5,True
6438,Volvo Chile O11621,2,4,oil pump,1,Volvo,Chile,600.7,361.35,320.69,mm,2.38,kg,12,3.0,300,65,498.71,eur,4.0,True
6439,Daimler Thailand O6664,2,4,oil pump,1,Daimler,Thailand,600.11,320.47,314.55,mm,2.98,kg,12,3.0,300,80,371.54,eur,4.0,True
6440,Mercedes Italy O4097,2,4,oil pump,1,Mercedes,Italy,609.17,390.5,426.7,mm,2.36,kg,12,2.5,300,45,387.73,eur,5.0,True
6441,Honda Chile O35818,2,4,oil pump,1,Honda,Chile,556.91,418.74,387.89,mm,2.29,kg,12,3.0,300,75,353.96,eur,4.0,True
6442,KTM France O3823,2,4,oil pump,1,KTM,France,607.54,331.19,404.83,mm,3.79,kg,12,3.0,300,70,418.65,eur,4.5,True
6443,Benz Romania O15903,2,4,oil pump,1,Benz,Romania,574.61,334.15,309.45,mm,2.35,kg,12,2.5,300,85,477.88,eur,3.5,True
6444,GMC Mexico O9899,2,4,oil pump,1,GMC,Mexico,604.77,314.21,392.64,mm,2.68,kg,12,3.0,300,65,516.58,eur,3.5,True
6445,Lincoln Turkey O34602,2,4,oil pump,1,Lincoln,Turkey,570.84,333.63,413.14,mm,3.7,kg,12,3.0,300,45,545.62,eur,5.0,True
6446,Lincoln China O39575,2,4,oil pump,1,Lincoln,China,596.16,375.69,385.08,mm,3.54,kg,12,2.5,300,50,470.78,eur,4.5,True
6447,Ford France O10717,2,4,oil pump,1,Ford,France,582.14,404.63,303.07,mm,3.53,kg,12,3.0,300,65,495.07,eur,3.5,True
6448,Ferrari Mexico O32227,2,4,oil pump,1,Ferrari,Mexico,552.6,384.75,314.06,mm,2.52,kg,12,2.5,300,45,476.73,eur,4.5,True
6449,Mercedes New Zealand O32497,2,4,oil pump,1,Mercedes,New,602.05,319.46,321.31,mm,3.94,kg,12,2.5,300,45,414.3,eur,3.0,True
6450,Daimler Italy O28719,2,4,oil pump,1,Daimler,Italy,557.26,359.85,300.92,mm,3.22,kg,12,2.5,300,45,451.26,eur,4.0,True
6451,Jeep Cuba O25901,2,4,oil pump,1,Jeep,Cuba,604.94,354.01,375.6,mm,2.06,kg,12,2.5,300,55,557.0,eur,4.0,True
6452,GMC Brazil O24860,2,4,oil pump,1,GMC,Brazil,609.89,331.7,364.54,mm,2.09,kg,12,2.5,300,70,446.82,eur,3.5,True
6453,BYD Italy O16453,2,4,oil pump,1,BYD,Italy,558.45,369.23,347.73,mm,3.08,kg,12,3.0,300,85,469.65,eur,4.5,True
6454,Hyundai Turkey O39376,2,4,oil pump,1,Hyundai,Turkey,555.82,376.02,309.17,mm,2.91,kg,12,3.0,300,70,535.0,eur,3.5,True
6455,BMW Korea O17450,2,4,oil pump,1,BMW,Korea,576.83,336.48,373.03,mm,2.65,kg,12,3.0,300,45,351.07,eur,4.0,True
6456,Buick Korea O25343,2,4,oil pump,1,Buick,Korea,604.08,336.9,424.85,mm,3.42,kg,12,3.0,300,75,576.79,eur,4.0,True
6457,Toyota Thailand O18685,2,4,oil pump,1,Toyota,Thailand,600.67,409.08,335.23,mm,3.47,kg,12,3.0,300,55,550.04,eur,5.0,True
6458,Ferrari New Zealand O27498,2,4,oil pump,1,Ferrari,New,580.33,389.09,363.99,mm,2.43,kg,12,3.0,300,65,588.47,eur,4.0,True
6459,Tesla Korea O5858,2,4,oil pump,1,Tesla,Korea,592.65,330.34,380.85,mm,3.41,kg,12,3.0,300,85,573.5,eur,4.5,True
6460,Mercedes China O25773,2,4,oil pump,1,Mercedes,China,578.84,418.1,362.99,mm,2.62,kg,12,3.0,300,75,393.72,eur,3.5,True
6461,Daimler Belgium O28167,2,4,oil pump,1,Daimler,Belgium,605.47,388.1,403.18,mm,3.25,kg,12,3.0,300,65,460.33,eur,5.0,True
6462,BMW Norway O16909,2,4,oil pump,1,BMW,Norway,583.04,397.74,305.76,mm,3.77,kg,12,2.5,300,85,541.56,eur,4.5,True
6463,GMC India O32423,2,4,oil pump,1,GMC,India,572.27,381.36,300.79,mm,2.55,kg,12,3.0,300,45,532.02,eur,5.0,True
6464,Daimler Indonesia O4346,2,4,oil pump,1,Daimler,Indonesia,595.22,328.67,314.0,mm,3.56,kg,12,2.5,300,75,575.47,eur,3.0,True
6465,Volvo Netherlands O6106,2,4,oil pump,1,Volvo,Netherlands,560.16,412.45,356.01,mm,3.03,kg,12,3.0,300,55,564.08,eur,3.5,True
6466,Acura Japan O23335,2,4,oil pump,1,Acura,Japan,579.73,411.75,404.46,mm,3.69,kg,12,2.5,300,45,375.95,eur,3.0,True
6467,Buick Switzerland O5351,2,4,oil pump,1,Buick,Switzerland,572.01,334.92,416.51,mm,2.02,kg,12,2.5,300,75,559.93,eur,5.0,True
6468,KTM New Zealand O12216,2,4,oil pump,1,KTM,New,560.64,410.77,386.9,mm,2.38,kg,12,2.5,300,80,505.12,eur,3.5,True
6469,Volkswagen Cuba O14720,2,4,oil pump,1,Volkswagen,Cuba,562.84,323.26,424.23,mm,3.94,kg,12,3.0,300,65,406.82,eur,3.5,True
6470,Daimler Cuba O2682,2,4,oil pump,1,Daimler,Cuba,609.84,361.41,356.73,mm,2.6,kg,12,2.5,300,80,537.13,eur,3.5,True
6471,Acura Egypt O11460,2,4,oil pump,1,Acura,Egypt,552.55,376.19,371.6,mm,3.82,kg,12,3.0,300,75,497.42,eur,4.5,True
6472,Hyundai Egypt O10970,2,4,oil pump,1,Hyundai,Egypt,587.85,418.4,420.92,mm,3.83,kg,12,3.0,300,80,458.63,eur,4.0,True
6473,Daimler Korea O7627,2,4,oil pump,1,Daimler,Korea,595.06,347.94,304.59,mm,2.38,kg,12,3.0,300,70,596.39,eur,3.0,True
6474,Ford China O14703,2,4,oil pump,1,Ford,China,552.79,382.72,345.0,mm,3.25,kg,12,3.0,300,75,378.28,eur,4.5,True
6475,Toyota Switzerland O15125,2,4,oil pump,1,Toyota,Switzerland,607.27,400.86,347.9,mm,3.02,kg,12,3.0,300,85,581.22,eur,4.0,True
6476,Ferrari Belgium O33615,2,4,oil pump,1,Ferrari,Belgium,553.03,417.25,344.98,mm,3.79,kg,12,3.0,300,65,425.84,eur,3.5,True
6477,Honda Netherlands O27012,2,4,oil pump,1,Honda,Netherlands,564.71,370.88,300.97,mm,3.76,kg,12,3.0,300,85,470.83,eur,4.0,True
6478,Ford Belgium O2167,2,4,oil pump,1,Ford,Belgium,580.11,361.16,343.86,mm,3.12,kg,12,2.5,300,80,540.63,eur,4.5,True
6479,Tesla France O24374,2,4,oil pump,1,Tesla,France,589.6,365.66,412.83,mm,2.56,kg,12,2.5,300,70,423.91,eur,3.0,True
6480,Ferrari New Zealand O27585,2,4,oil pump,1,Ferrari,New,582.23,378.27,384.9,mm,2.04,kg,12,3.0,300,70,391.39,eur,4.5,True
6481,Ford Korea O30743,2,4,oil pump,1,Ford,Korea,551.67,304.66,397.39,mm,2.49,kg,12,2.5,300,45,572.43,eur,3.5,True
6482,Toyota Denmark O11271,2,4,oil pump,1,Toyota,Denmark,587.49,402.11,365.83,mm,3.65,kg,12,3.0,300,70,468.25,eur,4.5,True
6483,Hyundai Cuba O20567,2,4,oil pump,1,Hyundai,Cuba,558.54,395.59,426.17,mm,2.36,kg,12,2.5,300,75,399.44,eur,3.0,True
6484,Hyundai Austria O30630,2,4,oil pump,1,Hyundai,Austria,561.36,385.43,391.5,mm,2.5,kg,12,2.5,300,85,421.06,eur,4.0,True
6485,Hyundai Japan O12329,2,4,oil pump,1,Hyundai,Japan,576.13,325.45,313.56,mm,3.94,kg,12,3.0,300,50,407.74,eur,4.5,True
6486,KTM France O31450,2,4,oil pump,1,KTM,France,575.66,372.73,401.29,mm,3.28,kg,12,2.5,300,75,495.92,eur,5.0,True
6487,Buick Austria O30490,2,4,oil pump,1,Buick,Austria,550.59,314.62,311.82,mm,3.19,kg,12,3.0,300,50,393.16,eur,3.5,True
6488,Honda Chile O26594,2,4,oil pump,1,Honda,Chile,586.77,410.3,334.31,mm,3.5,kg,12,3.0,300,50,428.68,eur,3.0,True
6489,BYD Chile O35649,2,4,oil pump,1,BYD,Chile,561.3,302.08,370.11,mm,3.39,kg,12,2.5,300,45,492.97,eur,4.5,True
6490,Toyota India O22500,2,4,oil pump,1,Toyota,India,578.03,409.27,327.78,mm,2.15,kg,12,2.5,300,55,499.94,eur,3.0,True
6491,Daimler China O21351,2,4,oil pump,1,Daimler,China,566.96,375.43,373.56,mm,3.68,kg,12,2.5,300,50,370.66,eur,3.0,True
6492,Ferrari Mexico O20272,2,4,oil pump,1,Ferrari,Mexico,592.07,341.97,413.27,mm,3.1,kg,12,3.0,300,45,494.1,eur,4.5,True
6493,Jeep Thailand O3449,2,4,oil pump,1,Jeep,Thailand,561.83,334.54,337.39,mm,2.21,kg,12,3.0,300,85,508.87,eur,5.0,True
6494,Tesla France O34146,2,4,oil pump,1,Tesla,France,570.43,369.02,371.03,mm,2.39,kg,12,2.5,300,80,478.53,eur,5.0,True
6495,BYD Denmark O11560,2,4,oil pump,1,BYD,Denmark,604.92,319.06,378.36,mm,2.17,kg,12,3.0,300,75,536.56,eur,3.5,True
6496,Volvo Turkey O33285,2,4,oil pump,1,Volvo,Turkey,572.89,375.86,407.02,mm,2.85,kg,12,3.0,300,50,559.53,eur,3.5,True
6497,Lincoln Cuba O19179,2,4,oil pump,1,Lincoln,Cuba,582.71,376.68,329.2,mm,3.06,kg,12,2.5,300,70,582.08,eur,4.5,True
6498,Volkswagen New Zealand O29776,2,4,oil pump,1,Volkswagen,New,596.65,347.98,338.71,mm,2.31,kg,12,2.5,300,50,497.27,eur,5.0,True
6499,KTM India O26227,2,4,oil pump,1,KTM,India,573.44,373.21,374.87,mm,3.66,kg,12,2.5,300,80,481.83,eur,3.5,True
6500,Acura Italy O14486,2,4,oil pump,1,Acura,Italy,594.57,305.02,392.23,mm,3.02,kg,12,3.0,300,45,430.85,eur,4.0,True
6501,KTM Chile O30997,2,4,oil pump,1,KTM,Chile,600.23,353.67,345.88,mm,3.53,kg,12,2.5,300,45,406.05,eur,4.5,True
6502,BYD USA O2867,2,4,oil pump,1,BYD,USA,571.43,413.52,343.74,mm,3.25,kg,12,3.0,300,80,417.02,eur,4.5,True
6503,Ford Switzerland O12742,2,4,oil pump,1,Ford,Switzerland,606.27,340.81,305.71,mm,2.98,kg,12,3.0,300,55,456.36,eur,4.5,True
6504,KTM Austria O29433,2,4,oil pump,1,KTM,Austria,598.11,306.55,336.39,mm,2.02,kg,12,3.0,300,85,355.61,eur,4.5,True
6505,Mercedes Chile O17719,2,4,oil pump,1,Mercedes,Chile,586.46,313.77,358.14,mm,3.93,kg,12,2.5,300,70,523.97,eur,3.0,True
6506,Ferrari Norway O26967,2,4,oil pump,1,Ferrari,Norway,566.21,370.43,342.67,mm,2.71,kg,12,2.5,300,55,430.82,eur,3.5,True
6507,Ford Turkey O3615,2,4,oil pump,1,Ford,Turkey,576.6,336.85,314.1,mm,3.44,kg,12,2.5,300,55,579.69,eur,3.5,True
6508,Mercedes New Zealand O32661,2,4,oil pump,1,Mercedes,New,574.14,308.16,403.1,mm,3.08,kg,12,3.0,300,55,389.38,eur,3.5,True
6509,Ferrari Norway O12376,2,4,oil pump,1,Ferrari,Norway,560.6,312.07,302.81,mm,3.68,kg,12,2.5,300,70,419.22,eur,5.0,True
6510,GMC Mexico O3124,2,4,oil pump,1,GMC,Mexico,553.11,409.8,389.72,mm,3.47,kg,12,3.0,300,75,350.3,eur,4.5,True
6511,Benz Chile O17374,2,4,oil pump,1,Benz,Chile,608.46,338.7,337.2,mm,3.93,kg,12,2.5,300,65,392.49,eur,3.0,True
6512,Benz Netherlands O3168,2,4,oil pump,1,Benz,Netherlands,572.17,303.86,312.96,mm,2.82,kg,12,3.0,300,45,499.57,eur,3.5,True
6513,Ferrari Norway O22948,2,4,oil pump,1,Ferrari,Norway,583.9,330.67,302.69,mm,2.53,kg,12,3.0,300,50,460.3,eur,3.5,True
6514,Buick Egypt O31447,2,4,oil pump,1,Buick,Egypt,583.63,376.86,355.99,mm,3.27,kg,12,3.0,300,70,535.91,eur,3.5,True
6515,Tesla Cuba O14488,2,4,oil pump,1,Tesla,Cuba,569.73,318.38,312.42,mm,2.18,kg,12,2.5,300,50,493.87,eur,4.5,True
6516,BMW Belgium O3948,2,4,oil pump,1,BMW,Belgium,583.33,415.51,374.41,mm,2.27,kg,12,3.0,300,65,374.05,eur,4.5,True
6517,Hyundai Korea O30657,2,4,oil pump,1,Hyundai,Korea,552.38,419.27,337.19,mm,2.93,kg,12,2.5,300,85,394.72,eur,3.5,True
6518,Lincoln Indonesia O32348,2,4,oil pump,1,Lincoln,Indonesia,569.2,369.67,368.71,mm,2.38,kg,12,3.0,300,85,494.21,eur,4.0,True
6519,Volvo Germany O36268,2,4,oil pump,1,Volvo,Germany,580.27,310.75,418.44,mm,3.94,kg,12,2.5,300,50,484.88,eur,4.0,True
6520,Jeep Thailand O5679,2,4,oil pump,1,Jeep,Thailand,571.54,409.52,356.56,mm,2.21,kg,12,3.0,300,70,375.49,eur,4.0,True
6521,BMW India O10954,2,4,oil pump,1,BMW,India,571.45,388.36,405.94,mm,3.22,kg,12,3.0,300,50,528.93,eur,4.0,True
6522,Ferrari Chile O29987,2,4,oil pump,1,Ferrari,Chile,601.47,390.52,319.46,mm,2.14,kg,12,3.0,300,75,553.98,eur,3.0,True
6523,Toyota Chile O19100,2,4,oil pump,1,Toyota,Chile,582.36,302.24,393.52,mm,2.34,kg,12,2.5,300,80,449.6,eur,5.0,True
6524,Jeep Indonesia O12354,2,4,oil pump,1,Jeep,Indonesia,587.46,361.12,335.57,mm,3.89,kg,12,2.5,300,50,431.7,eur,3.5,True
6525,Acura Russia O32194,2,4,oil pump,1,Acura,Russia,598.14,349.12,372.34,mm,3.31,kg,12,3.0,300,85,598.3,eur,3.5,True
6526,KTM Mexico O37868,2,4,oil pump,1,KTM,Mexico,577.89,341.47,377.62,mm,2.52,kg,12,2.5,300,85,351.16,eur,3.0,True
6527,BMW Thailand O17376,2,4,oil pump,1,BMW,Thailand,555.76,384.6,380.63,mm,2.54,kg,12,2.5,300,80,561.13,eur,5.0,True
6528,Daimler Mexico O4458,2,4,oil pump,1,Daimler,Mexico,555.52,406.84,404.98,mm,3.97,kg,12,3.0,300,50,569.22,eur,4.0,True
6529,Volvo Korea O30890,2,4,oil pump,1,Volvo,Korea,550.89,377.36,330.95,mm,3.94,kg,12,3.0,300,55,422.25,eur,4.5,True
6530,Mercedes Korea O36638,2,4,oil pump,1,Mercedes,Korea,579.49,343.12,359.14,mm,2.86,kg,12,2.5,300,55,481.4,eur,4.5,True
6531,Ferrari Russia O13066,2,4,oil pump,1,Ferrari,Russia,588.57,416.81,335.09,mm,2.64,kg,12,3.0,300,65,552.9,eur,4.5,True
6532,Jeep Mexico O36537,2,4,oil pump,1,Jeep,Mexico,600.79,349.03,350.6,mm,2.66,kg,12,3.0,300,65,534.83,eur,5.0,True
6533,Ford Mexico O9597,2,4,oil pump,1,Ford,Mexico,606.72,341.11,422.65,mm,2.53,kg,12,3.0,300,80,570.45,eur,5.0,True
6534,Jeep Italy O34476,2,4,oil pump,1,Jeep,Italy,572.38,386.81,390.5,mm,3.35,kg,12,2.5,300,80,465.89,eur,4.5,True
6535,Daimler New Zealand O23322,2,4,oil pump,1,Daimler,New,603.45,395.86,325.66,mm,3.53,kg,12,3.0,300,55,593.83,eur,5.0,True
6536,Ferrari Thailand O22346,2,4,oil pump,1,Ferrari,Thailand,561.31,336.55,417.67,mm,3.66,kg,12,2.5,300,65,385.67,eur,3.0,True
6537,Jeep USA O7216,2,4,oil pump,1,Jeep,USA,582.52,303.81,350.67,mm,2.41,kg,12,3.0,300,70,557.0,eur,3.0,True
6538,BYD Romania O9414,2,4,oil pump,1,BYD,Romania,556.6,398.98,355.58,mm,3.22,kg,12,3.0,300,75,382.63,eur,4.5,True
6539,Honda Chile O25897,2,4,oil pump,1,Honda,Chile,587.9,341.82,343.15,mm,2.98,kg,12,2.5,300,45,367.18,eur,4.0,True
6540,Jeep Italy O3576,2,4,oil pump,1,Jeep,Italy,607.76,401.92,353.89,mm,2.83,kg,12,2.5,300,65,473.08,eur,4.0,True
6541,Jeep Russia O23066,2,4,oil pump,1,Jeep,Russia,603.2,335.73,411.34,mm,3.31,kg,12,2.5,300,55,398.93,eur,4.0,True
6542,Mercedes China O24769,2,4,oil pump,1,Mercedes,China,566.42,308.61,343.03,mm,2.36,kg,12,2.5,300,45,375.77,eur,3.0,True
6543,Lincoln Netherlands O35671,2,4,oil pump,1,Lincoln,Netherlands,562.58,400.13,415.69,mm,2.21,kg,12,3.0,300,75,425.21,eur,5.0,True
6544,Ferrari Korea O39442,2,4,oil pump,1,Ferrari,Korea,563.45,390.5,303.38,mm,2.66,kg,12,2.5,300,65,447.73,eur,3.5,True
6545,Acura Austria O39499,2,4,oil pump,1,Acura,Austria,602.01,332.96,354.08,mm,2.72,kg,12,3.0,300,65,447.18,eur,4.5,True
6546,Ferrari Sweden O11472,2,4,oil pump,1,Ferrari,Sweden,578.09,397.28,373.4,mm,3.9,kg,12,3.0,300,45,361.04,eur,4.0,True
6547,Toyota Egypt O9253,2,4,oil pump,1,Toyota,Egypt,565.55,353.78,391.26,mm,3.16,kg,12,2.5,300,80,429.69,eur,3.0,True
6548,KTM Norway O35608,2,4,oil pump,1,KTM,Norway,584.05,371.9,409.31,mm,2.83,kg,12,3.0,300,45,595.29,eur,3.0,True
6549,Ford Italy O5580,2,4,oil pump,1,Ford,Italy,585.74,391.96,392.1,mm,2.44,kg,12,2.5,300,75,438.7,eur,4.5,True
6550,Volvo Denmark O15819,2,4,oil pump,1,Volvo,Denmark,593.23,327.84,314.01,mm,2.59,kg,12,3.0,300,45,396.61,eur,4.0,True
6551,Tesla Netherlands O39666,2,4,oil pump,1,Tesla,Netherlands,569.45,306.64,302.28,mm,2.02,kg,12,2.5,300,85,359.39,eur,4.5,True
6552,Honda Russia O6607,2,4,oil pump,1,Honda,Russia,566.96,366.13,319.96,mm,2.89,kg,12,2.5,300,70,422.0,eur,4.0,True
6553,BYD Sweden O35040,2,4,oil pump,1,BYD,Sweden,554.54,317.38,370.17,mm,3.85,kg,12,3.0,300,50,507.29,eur,4.0,True
6554,Ford Belgium O17686,2,4,oil pump,1,Ford,Belgium,587.59,335.48,383.3,mm,2.22,kg,12,3.0,300,85,405.89,eur,3.5,True
6555,Tesla Switzerland O34869,2,4,oil pump,1,Tesla,Switzerland,580.32,358.18,388.87,mm,2.9,kg,12,2.5,300,55,415.16,eur,5.0,True
6556,Mercedes USA O38590,2,4,oil pump,1,Mercedes,USA,606.2,353.61,362.1,mm,3.15,kg,12,3.0,300,50,412.65,eur,4.0,True
6557,Volvo Norway O28516,2,4,oil pump,1,Volvo,Norway,606.23,384.5,331.83,mm,3.73,kg,12,3.0,300,85,422.77,eur,4.0,True
6558,Hyundai Canada O9485,2,4,oil pump,1,Hyundai,Canada,560.75,344.11,341.85,mm,2.74,kg,12,3.0,300,75,581.78,eur,4.5,True
6559,Hyundai Mexico O8965,2,4,oil pump,1,Hyundai,Mexico,553.11,413.57,358.99,mm,2.45,kg,12,2.5,300,80,356.61,eur,4.5,True
6560,Jeep Russia O20883,2,4,oil pump,1,Jeep,Russia,604.98,375.56,352.39,mm,3.47,kg,12,2.5,300,45,590.87,eur,4.0,True
6561,Buick Sweden O30406,2,4,oil pump,1,Buick,Sweden,604.69,403.4,312.63,mm,2.14,kg,12,2.5,300,50,364.87,eur,4.5,True
6562,Toyota Denmark O29404,2,4,oil pump,1,Toyota,Denmark,594.07,413.2,358.49,mm,2.28,kg,12,2.5,300,70,534.57,eur,4.0,True
6563,Ferrari France O3770,2,4,oil pump,1,Ferrari,France,552.98,322.07,342.24,mm,3.37,kg,12,3.0,300,65,396.4,eur,4.5,True
6564,BMW Italy O12849,2,4,oil pump,1,BMW,Italy,593.82,414.02,393.62,mm,3.05,kg,12,3.0,300,45,455.8,eur,5.0,True
6565,BYD Cuba O24107,2,4,oil pump,1,BYD,Cuba,583.77,318.08,334.38,mm,2.56,kg,12,3.0,300,75,456.05,eur,5.0,True
6566,GMC Korea O14332,2,4,oil pump,1,GMC,Korea,556.21,414.0,404.53,mm,3.06,kg,12,3.0,300,75,380.79,eur,4.0,True
6567,Mercedes India O39953,2,4,oil pump,1,Mercedes,India,584.22,303.21,331.39,mm,2.57,kg,12,3.0,300,85,520.95,eur,3.0,True
6568,BYD India O7333,2,4,oil pump,1,BYD,India,579.08,308.27,379.36,mm,2.16,kg,12,2.5,300,80,489.33,eur,3.0,True
6569,BMW Netherlands O38814,2,4,oil pump,1,BMW,Netherlands,591.29,337.33,411.57,mm,2.83,kg,12,3.0,300,70,491.89,eur,3.5,True
6570,Volvo Mexico O21249,2,4,oil pump,1,Volvo,Mexico,594.64,334.53,327.18,mm,2.97,kg,12,3.0,300,50,496.0,eur,4.5,True
6571,BYD Egypt O17324,2,4,oil pump,1,BYD,Egypt,602.09,414.74,345.94,mm,2.77,kg,12,2.5,300,50,436.52,eur,4.5,True
6572,Ford France O3873,2,4,oil pump,1,Ford,France,600.63,379.41,428.28,mm,2.72,kg,12,3.0,300,75,524.01,eur,4.0,True
6573,Honda Netherlands O28213,2,4,oil pump,1,Honda,Netherlands,594.59,404.07,365.49,mm,2.78,kg,12,2.5,300,85,460.93,eur,3.5,True
6574,Ford Belgium O34381,2,4,oil pump,1,Ford,Belgium,593.9,375.39,423.25,mm,3.61,kg,12,2.5,300,70,413.79,eur,5.0,True
6575,Honda Switzerland O19090,2,4,oil pump,1,Honda,Switzerland,569.72,395.13,319.61,mm,3.22,kg,12,3.0,300,80,480.48,eur,5.0,True
6576,GMC China O38813,2,4,oil pump,1,GMC,China,581.31,408.09,322.68,mm,3.89,kg,12,3.0,300,85,487.42,eur,4.5,True
6577,Lincoln Japan O5056,2,4,oil pump,1,Lincoln,Japan,562.52,363.33,400.48,mm,4.0,kg,12,2.5,300,70,366.6,eur,4.0,True
6578,BYD France O24297,2,4,oil pump,1,BYD,France,583.5,343.08,382.52,mm,3.13,kg,12,2.5,300,75,581.25,eur,4.0,True
6579,GMC China O31983,2,4,oil pump,1,GMC,China,568.34,303.59,352.8,mm,2.97,kg,12,2.5,300,80,504.29,eur,4.5,True
6580,Benz Austria O9660,2,4,oil pump,1,Benz,Austria,599.66,323.87,357.37,mm,3.26,kg,12,3.0,300,45,577.48,eur,4.5,True
6581,Ford Romania O25899,2,4,oil pump,1,Ford,Romania,564.93,380.12,429.99,mm,3.06,kg,12,2.5,300,70,368.62,eur,5.0,True
6582,Ferrari Canada O4657,2,4,oil pump,1,Ferrari,Canada,595.88,393.43,373.74,mm,2.16,kg,12,2.5,300,70,364.77,eur,3.5,True
6583,GMC Chile O36784,2,4,oil pump,1,GMC,Chile,577.17,317.15,343.96,mm,3.12,kg,12,3.0,300,75,541.0,eur,4.0,True
6584,Daimler Egypt O7453,2,4,oil pump,1,Daimler,Egypt,551.41,306.24,373.9,mm,2.6,kg,12,2.5,300,80,568.09,eur,4.5,True
6585,Hyundai Belgium O17694,2,4,oil pump,1,Hyundai,Belgium,605.15,401.83,389.0,mm,2.22,kg,12,2.5,300,65,527.56,eur,3.5,True
6586,BMW Italy O9524,2,4,oil pump,1,BMW,Italy,560.55,412.11,381.08,mm,2.57,kg,12,2.5,300,50,567.6,eur,3.5,True
